"Product_ID","Product_Category_1","Product_Category_2","Product_Category_3","Total_Purchase","Num_Purchases"
"P00083142","14","0","0",11012,1
"P00083242","11","16","0",353074,102
"P00083342","5","8","14",540330,80
"P00083442","8","0","0",263697,35
"P00083542","8","0","0",2248,1
"P00083642","8","0","0",172451,26
"P00083742","2","17","0",578699,48
"P00083842","5","14","0",2203166,292
"P00083942","12","14","0",585856,397
"P00084042","12","14","0",254780,189
"P00084142","5","12","0",628221,101
"P00084242","8","14","0",2881728,366
"P00084342","13","16","0",375334,468
"P00084442","13","16","0",455675,538
"P00084542","5","0","0",1452958,194
"P00084642","13","16","0",78576,101
"P00084742","5","12","14",423614,60
"P00084842","8","16","0",6121619,710
"P00084942","5","8","0",1591653,222
"P00085042","5","6","0",3109407,413
"P00085142","5","13","14",1242794,169
"P00085242","8","14","17",7653511,869
"P00085342","10","13","0",11066346,527
"P00085442","12","14","0",468183,321
"P00085542","5","14","0",1334879,189
"P00085642","5","14","0",1657998,225
"P00085742","4","8","0",91414,35
"P00085842","12","0","0",125935,91
"P00085942","2","4","8",12811916,925
"P00086042","8","14","17",4729653,591
"P00086142","5","0","0",1067196,155
"P00086242","10","0","0",5567045,261
"P00086342","8","0","0",5243632,596
"P00086442","8","13","15",7517955,930
"P00086542","2","14","0",45852,4
"P00086642","8","0","0",1742443,206
"P00086742","5","0","0",240813,36
"P00086842","14","16","0",3386744,217
"P00086942","16","0","0",784156,50
"P00087042","10","14","16",4601099,229
"P00087142","13","14","16",79474,107
"P00087242","14","0","0",1379449,97
"P00087342","5","14","16",1485375,207
"P00087442","5","0","0",1064700,166
"P00087542","5","12","0",282835,44
"P00087642","5","14","0",441460,61
"P00087742","5","14","0",151912,21
"P00087842","12","0","0",118325,96
"P00087942","5","8","0",30397,6
"P00088042","1","2","0",2971861,193
"P00088142","2","0","0",526015,45
"P00088242","6","10","13",2844444,166
"P00088342","8","14","0",810892,101
"P00088442","8","0","0",376205,50
"P00088542","5","12","14",1011504,140
"P00088642","5","8","17",611290,89
"P00088742","5","0","0",711834,101
"P00088842","8","0","0",497498,68
"P00088942","8","0","0",995120,124
"P00089042","13","0","0",118425,147
"P00089142","5","0","0",1486952,199
"P00089242","2","5","0",1638400,141
"P00089342","8","0","0",3288995,382
"P00089442","8","0","0",1621715,195
"P00089542","5","0","0",1454197,197
"P00089642","8","14","0",178758,25
"P00089742","8","0","0",131371,20
"P00089842","5","13","0",35403,6
"P00089942","8","0","0",255565,34
"P00090042","6","8","0",82681,8
"P00090142","8","0","0",96317,15
"P00090242","6","8","0",106936,7
"P00090342","12","0","0",41077,33
"P00090442","18","0","0",74918,29
"P00090542","16","0","0",2491515,149
"P00090642","8","0","0",31964,4
"P00090742","18","0","0",17814,8
"P00090842","11","15","0",2067303,380
"P00090942","1","2","14",9035049,554
"P00091042","5","8","0",115284,20
"P00091142","8","0","0",1154111,145
"P00091242","8","0","0",32107,5
"P00091342","8","0","0",344627,44
"P00091442","8","14","0",19581,3
"P00091542","5","12","0",3725,1
"P00091642","14","17","0",376275,27
"P00091742","13","0","0",405,1
"P00091842","8","0","0",457556,58
"P00091942","1","0","0",23655,2
"P00092042","8","0","0",7954,2
"P00092142","8","0","0",315264,43
"P00092242","5","8","0",73404,15
"P00092342","7","0","0",25164,2
"P00092442","2","4","0",1340149,115
"P00092542","8","14","0",122823,21
"P00092642","5","8","0",256603,43
"P00092842","1","2","16",295582,28
"P00092942","8","17","0",704401,101
"P00093042","16","0","0",125537,10
"P00093142","8","0","0",41924,6
"P00093242","8","0","0",2010960,247
"P00093342","1","8","18",1453838,130
"P00093442","8","16","0",109518,17
"P00093542","1","6","0",603750,53
"P00093642","6","0","0",1991063,148
"P0009842","8","16","0",388116,63
"P0009942","5","0","0",835912,124
"P00100042","6","10","0",280596,18
"P00100142","10","16","0",1110761,63
"P00100342","14","17","0",29804,2
"P00100442","2","4","5",8689117,690
"P00100542","16","0","0",164557,11
"P00100642","5","15","0",2888199,412
"P00100742","5","17","0",1350442,200
"P00100842","5","0","0",4845834,694
"P00100942","5","0","0",3445658,488
"P00101042","5","12","0",1399916,219
"P00101142","8","0","0",505692,70
"P00101242","5","12","0",527899,82
"P00101342","6","8","0",5909511,352
"P00101442","2","8","0",831366,67
"P00101542","13","16","0",158060,201
"P00101642","12","0","0",6953,7
"P00101742","12","14","0",426221,373
"P00101842","6","16","0",10289902,613
"P00101942","8","17","0",4758061,589
"P00102042","5","0","0",912783,183
"P00102142","13","16","0",268864,396
"P00102242","8","12","0",2525645,372
"P00102342","8","14","17",4885975,654
"P00102442","8","0","0",2268554,290
"P00102542","8","0","0",1255270,160
"P00102642","4","8","9",3342060,1199
"P00102742","5","0","0",8689,2
"P00102842","8","0","0",768540,98
"P00102942","1","14","0",2519357,226
"P00103042","1","14","0",7862548,548
"P00103142","1","0","0",27557,3
"P00103242","8","0","0",1687886,217
"P00103342","8","0","0",2328957,275
"P00103442","11","0","0",74217,24
"P00103542","5","0","0",10647,3
"P00103642","7","0","0",834847,49
"P00103742","1","8","0",206965,16
"P00103842","5","0","0",101789,21
"P00103942","8","0","0",108217,20
"P00104042","5","8","0",1745,1
"P00104142","8","0","0",41976,6
"P00104242","8","0","0",65305,8
"P00104342","2","18","0",6493,1
"P00104442","8","0","0",77581,13
"P00104542","8","0","0",1563085,222
"P00104642","8","0","0",52042,8
"P00104742","7","0","0",294253,20
"P00104842","8","0","0",1622634,217
"P00104942","5","0","0",1342640,202
"P00105042","5","9","0",703520,165
"P00105142","1","2","15",12655402,880
"P00105242","11","0","0",410954,93
"P00105342","1","2","15",6185924,456
"P00105442","11","0","0",583491,121
"P00105542","8","0","0",900792,105
"P00105642","8","0","0",1031800,121
"P00105842","1","8","0",23728,2
"P00105942","5","0","0",1202462,212
"P00106042","5","0","0",6580439,868
"P00106142","7","0","0",53619,4
"P00106342","8","0","0",2229,1
"P00106442","7","0","0",71178,5
"P00106542","7","0","0",21261,2
"P00106642","7","0","0",2656904,146
"P00106742","3","5","0",5709623,471
"P00106842","7","8","0",32906,2
"P00106942","8","0","0",581982,76
"P00107042","3","5","16",144959,16
"P00107142","6","10","16",212029,15
"P00107242","10","0","0",52356,4
"P00107342","10","0","0",99069,5
"P00107442","5","0","0",1924,1
"P00107542","8","0","0",355146,47
"P00107642","5","0","0",365352,54
"P00107742","8","0","0",67952,12
"P00107842","8","0","0",2050,1
"P00107942","8","16","0",2161,1
"P00108042","5","0","0",228717,44
"P00108142","11","0","0",27796,9
"P00108242","7","0","0",237174,16
"P00108342","1","0","0",63946,9
"P00108442","5","0","0",1509963,232
"P00108542","5","8","14",2545672,340
"P00108642","8","0","0",647571,98
"P00108742","5","0","0",10771,2
"P00108842","5","15","0",1323521,191
"P00108942","8","0","0",516354,66
"P00109042","8","0","0",548914,73
"P00109142","8","17","0",975008,111
"P00109242","6","8","10",6905907,449
"P00109342","5","0","0",151304,22
"P00109442","1","0","0",62945,6
"P00109542","8","14","17",3942356,541
"P00109642","5","17","0",300934,46
"P00109742","8","0","0",1873933,239
"P00109842","8","0","0",2231008,309
"P00109942","8","0","0",531600,74
"P00110042","5","14","0",2403583,342
"P00110142","7","0","0",2553294,144
"P00110242","8","0","0",498635,70
"P00110342","7","0","0",1403767,112
"P00110442","7","0","0",983241,58
"P00110542","8","0","0",8042899,919
"P00110642","5","0","0",614722,104
"P00110742","1","2","8",25927216,1563
"P00110842","1","2","5",20483087,1229
"P00110942","1","2","0",22643552,1302
"P00111042","15","0","0",8478620,484
"P00111142","1","15","16",15788802,982
"P00111242","1","18","0",6675306,417
"P00111342","5","0","0",212393,34
"P00111442","8","0","0",2638723,308
"P00111542","2","17","0",6063838,426
"P00111642","1","3","4",1439971,115
"P00111742","15","0","0",11480676,662
"P00111842","8","0","0",4371447,495
"P00111942","8","17","0",5222572,620
"P00112042","18","0","0",271344,88
"P00112142","1","2","14",23317489,1503
"P00112242","5","8","14",870891,118
"P00112342","13","16","0",236366,279
"P00112442","6","8","0",15256484,883
"P00112542","1","11","15",17418559,1086
"P00112642","1","2","5",7112243,486
"P00112742","2","14","0",517062,42
"P00112842","8","17","0",1505464,176
"P00112942","1","16","0",1875975,117
"P00113042","11","16","0",4103149,644
"P00113142","1","5","12",11088787,728
"P00113242","1","6","8",15207938,905
"P00113342","1","8","17",10438612,652
"P00113442","3","5","0",2822107,240
"P00113542","8","17","0",1764495,207
"P00113642","8","0","0",5946235,708
"P00113742","5","14","0",917815,127
"P00113842","6","8","16",2024815,131
"P00113942","8","0","0",2969958,356
"P00114042","5","14","0",4942907,683
"P00114142","8","0","0",3122473,387
"P00114242","13","15","0",16805,25
"P00114342","1","8","17",8724653,529
"P00114442","5","6","0",4054697,535
"P00114542","5","0","0",2634618,365
"P00114642","5","8","0",360773,49
"P00114742","8","0","0",1509409,180
"P00114842","5","0","0",1331900,190
"P00114942","1","15","16",18503902,1134
"P00115042","5","11","0",200900,34
"P00115142","1","8","17",9239643,567
"P00115242","5","8","0",1189216,172
"P00115342","5","8","14",2552052,353
"P00115442","8","0","0",1525803,190
"P00115542","8","0","0",3573982,457
"P00115642","8","14","0",5808398,691
"P00115742","6","10","16",4860773,282
"P00115842","16","0","0",6288426,382
"P00115942","8","17","0",4427923,513
"P00116042","8","0","0",1051913,128
"P00116142","10","13","16",12532965,612
"P00116242","8","15","0",2162341,268
"P00116342","2","0","0",3403178,249
"P00116442","5","11","0",130130,22
"P00116542","5","17","0",2244200,307
"P00116642","5","0","0",1701182,251
"P00116742","11","0","0",3631679,585
"P00116842","2","5","8",12768402,948
"P00116942","6","10","16",2818608,160
"P00117042","1","2","5",4305906,292
"P00117142","2","17","0",5192421,365
"P00117242","8","17","0",3027296,370
"P00117342","1","8","13",2018125,131
"P00117442","5","14","0",8274266,1190
"P00117542","18","0","0",1688839,533
"P00117642","10","16","0",7738071,379
"P00117742","8","0","0",1093345,157
"P00117842","5","13","16",2665147,366
"P00117942","5","15","0",9291985,1332
"P00118042","8","0","0",2456993,326
"P00118142","8","17","0",2821804,329
"P00118242","5","8","0",559215,81
"P00118342","2","3","15",3046952,236
"P00118442","1","2","0",5691456,386
"P00118542","5","8","0",3558787,477
"P00118642","1","8","14",2714327,179
"P00118742","5","11","0",4614788,622
"P00118842","5","8","0",664805,100
"P00118942","8","0","0",1185225,144
"P00119042","5","0","0",726082,103
"P00119142","3","4","12",5284120,499
"P00119242","18","0","0",744630,231
"P00119342","10","13","0",6165720,301
"P00119442","5","0","0",2818216,425
"P00119542","8","14","0",960104,136
"P00119642","1","2","8",6049505,381
"P00119742","5","8","12",4377465,601
"P00119842","7","17","0",1518675,95
"P00119942","8","14","0",772909,106
"P00120042","1","2","0",13792979,864
"P00120142","5","0","0",2181240,312
"P00120242","8","0","0",2714687,332
"P00120342","5","17","0",4376786,603
"P00120442","8","0","0",960799,134
"P00120542","8","14","0",2271948,287
"P00120642","5","0","0",1497740,234
"P00120742","8","12","17",1612479,222
"P00120842","8","17","0",3235173,384
"P00120942","8","0","0",1408788,168
"P00121042","15","0","0",3198610,190
"P00121142","8","0","0",3340789,426
"P00121242","2","0","0",2153503,163
"P00121342","1","5","18",12025199,728
"P00121442","8","0","0",417629,56
"P00121542","8","15","0",557359,77
"P00121642","5","14","0",5929916,825
"P00121742","7","0","0",349785,23
"P00121842","5","0","0",7263,4
"P00121942","8","0","0",96298,16
"P00122042","6","0","0",28779,4
"P00122142","7","0","0",16559,2
"P00122342","5","0","0",86437,15
"P00122442","1","11","15",5994633,502
"P00122542","11","0","0",1528701,275
"P00122642","11","0","0",38224,12
"P00122742","11","0","0",62489,29
"P00122842","11","0","0",32909,11
"P00122942","11","0","0",29479,12
"P00123042","11","0","0",76395,25
"P00123142","11","0","0",874425,195
"P00123242","11","0","0",30865,12
"P00123342","11","0","0",73046,17
"P00123442","5","11","0",307952,59
"P00123542","11","0","0",117786,26
"P00123642","11","16","0",271681,63
"P00123742","11","0","0",2194778,380
"P00123842","11","15","0",894705,189
"P00123942","1","11","0",84419,11
"P00124042","11","0","0",87867,27
"P00124142","11","0","0",163308,29
"P00124242","11","14","0",1702023,339
"P00124342","11","0","0",580382,99
"P00124442","11","0","0",154533,36
"P00124542","11","0","0",625467,144
"P00124642","16","0","0",5774738,381
"P00124742","10","16","0",3493537,193
"P00124842","11","0","0",1647273,306
"P00124942","11","0","0",428639,86
"P00125042","11","0","0",1282046,247
"P00125142","11","0","0",811630,130
"P00125242","11","0","0",50170,10
"P00125342","11","0","0",1228734,221
"P00125442","8","0","0",117120,18
"P00125542","6","16","0",619648,51
"P00125642","5","14","0",549160,98
"P00125742","8","0","0",1136367,148
"P00125842","11","16","0",179934,41
"P00125942","1","2","15",10155769,700
"P00126042","8","14","0",2276935,299
"P00126142","8","16","0",5103227,615
"P00126242","2","4","5",1083531,128
"P00126342","8","0","0",9875,1
"P00126442","7","0","0",1483166,86
"P00126542","8","0","0",366391,47
"P00126642","8","0","0",309915,53
"P00126742","1","0","0",15636,1
"P00126842","8","0","0",197221,26
"P00126942","8","0","0",326912,54
"P00127042","4","5","0",404612,190
"P00127142","8","16","0",19748,3
"P00127242","1","16","0",7736871,564
"P00127342","1","2","15",5126599,417
"P00127442","1","2","15",6823776,511
"P00127542","1","2","15",3546874,332
"P00127642","1","2","15",10955761,727
"P00127742","1","2","15",6278511,481
"P00127842","1","2","15",8275308,580
"P00127942","1","2","5",6003364,512
"P00128042","1","5","18",3968073,297
"P00128142","1","5","18",2225170,199
"P00128242","5","12","14",2783339,445
"P00128342","5","12","14",562732,163
"P00128442","1","8","0",648392,60
"P00128542","1","15","0",35801,6
"P00128642","8","0","0",13930,2
"P00128742","1","0","0",3064106,240
"P00128942","1","11","0",14293567,907
"P00129042","1","11","0",1870866,187
"P00129142","1","11","0",878809,116
"P00129242","5","0","0",389384,69
"P00129342","1","5","15",6146048,539
"P00129442","5","8","0",765869,114
"P00129542","8","14","0",5379026,709
"P00129642","5","0","0",5241084,746
"P00129742","5","8","0",816417,143
"P00129842","6","8","15",8724393,570
"P00129942","8","0","0",256879,37
"P00130042","14","17","0",415343,33
"P00130142","8","0","0",328945,53
"P00130242","8","0","0",567485,79
"P00130342","6","8","0",421499,32
"P00130442","3","5","0",2012800,245
"P00130542","8","0","0",81062,12
"P00130642","11","16","0",2521385,470
"P00130742","1","14","17",7705030,521
"P00130842","5","14","0",1021149,194
"P00130942","5","8","0",248406,46
"P00131042","8","0","0",1558080,202
"P00131142","8","0","0",110788,14
"P00131242","8","0","0",201436,30
"P00131342","5","0","0",546925,84
"P00131442","6","8","14",208142,15
"P00131542","8","12","0",926325,139
"P00131642","8","0","0",95090,17
"P00131742","8","0","0",576762,73
"P00131842","7","0","0",53551,4
"P00131942","7","0","0",150637,12
"P00132042","13","16","0",78744,136
"P00132142","8","0","0",64964,7
"P00132242","5","0","0",463887,82
"P00132342","4","0","0",22828,12
"P00132442","16","0","0",303229,30
"P00132542","8","0","0",199510,33
"P00132642","1","0","0",2122621,165
"P00132742","16","0","0",4776,1
"P00132842","1","5","0",1212001,119
"P00132942","1","0","0",641320,60
"P00133042","5","11","0",7053,1
"P00133142","1","0","0",31072,2
"P00133242","5","0","0",14324,3
"P00133342","8","0","0",87639,13
"P00133442","1","16","0",1885321,168
"P00133542","5","0","0",83987,22
"P00133642","5","0","0",199168,40
"P00133742","5","14","0",1505890,246
"P00133842","8","0","0",211175,36
"P00133942","5","0","0",28176,5
"P00134042","5","17","0",273940,70
"P00134142","5","0","0",660196,94
"P00134242","6","0","0",328511,25
"P00134342","5","0","0",1657949,229
"P00134442","17","0","0",65234,6
"P00134542","5","14","0",346987,76
"P00134642","5","0","0",231327,41
"P00134742","5","14","0",54113,12
"P00134842","5","0","0",114122,27
"P00134942","5","14","0",757453,140
"P00135042","14","0","0",117978,12
"P00135142","13","16","0",132918,208
"P00135242","4","5","13",87383,49
"P00135342","5","0","0",523024,109
"P00135442","5","14","0",79261,15
"P00135542","13","0","0",49332,79
"P00135642","8","0","0",423696,62
"P00135742","6","8","0",6063992,393
"P00135842","5","14","0",356186,79
"P00135942","7","0","0",16954,1
"P00136042","8","0","0",3948,1
"P00136142","6","16","0",290863,23
"P00136242","1","5","6",262315,23
"P00136342","4","5","0",131780,82
"P00136442","14","0","0",522065,43
"P00136542","5","8","0",1684160,277
"P00136642","14","0","0",185234,16
"P00136742","1","14","16",3664376,290
"P00136842","1","8","16",1729186,128
"P00136942","5","8","0",164815,28
"P00137042","8","16","0",460709,84
"P00137142","13","0","0",43024,62
"P00137242","5","0","0",2151266,348
"P00137342","8","0","0",19978,3
"P00137442","8","12","0",494573,85
"P00137542","1","8","16",1670658,149
"P00137642","3","4","12",174175,25
"P00137742","5","0","0",57483,15
"P00137842","14","0","0",88290,6
"P00137942","5","0","0",26397,6
"P00138042","1","2","4",115629,25
"P00138142","8","14","0",82077,14
"P00138242","1","0","0",194563,25
"P00138342","8","14","0",511551,79
"P00138442","1","2","16",1854999,207
"P00138542","5","6","0",3822125,574
"P00138642","6","0","0",96149,9
"P00138742","14","0","0",68243,6
"P00138842","5","0","0",369361,90
"P00138942","8","0","0",58288,9
"P00139042","8","17","0",137706,21
"P00139142","8","0","0",112595,17
"P00139242","8","0","0",61175,8
"P00139442","5","0","0",63757,10
"P00139542","5","0","0",2200972,405
"P00139642","14","0","0",15259,2
"P00139742","8","16","0",510552,99
"P00139842","5","0","0",188180,28
"P00139942","5","0","0",4173936,641
"P00140042","1","16","0",2449110,182
"P00140142","8","0","0",17757,2
"P00140242","14","0","0",56644,6
"P00140342","8","0","0",18439,4
"P00140442","1","6","14",284259,28
"P00140542","1","2","4",193549,21
"P00140642","5","0","0",190371,44
"P00140742","1","15","0",10771087,757
"P00140942","8","0","0",101733,16
"P00141042","8","0","0",19816,3
"P00141142","5","0","0",21300,4
"P00141242","8","0","0",111489,14
"P00141342","8","0","0",22080,3
"P00141442","8","14","0",311559,49
"P00141542","5","0","0",1503311,207
"P00141642","2","4","0",12888,2
"P00141742","5","6","0",33678,7
"P00141842","5","14","0",670040,122
"P00141942","5","8","14",774063,125
"P00142042","8","0","0",33637,4
"P00142142","1","2","15",8110680,686
"P00142242","8","0","0",293021,36
"P00142342","5","0","0",177065,25
"P00142442","4","8","0",36690,17
"P00142542","8","0","0",3964,1
"P00142642","8","14","0",58269,10
"P00142742","5","14","0",165854,36
"P00142842","2","4","8",177363,18
"P00142942","1","2","16",6104127,482
"P00143042","5","0","0",16091,3
"P00143142","8","14","0",456618,66
"P00143242","8","0","0",4213,1
"P00143342","1","14","16",1516555,200
"P00143442","5","0","0",3431,1
"P00143542","5","0","0",10539,2
"P00143642","1","2","6",2806350,320
"P00143742","8","0","0",171072,23
"P00143842","5","14","0",153303,22
"P00143942","5","16","0",35695,8
"P00144042","2","3","4",2528197,240
"P00144142","8","0","0",15902,3
"P00144242","5","14","0",2714690,452
"P00144342","15","0","0",244115,18
"P00144442","5","14","0",169732,24
"P00144542","8","0","0",88382,12
"P00144642","1","15","16",9573608,718
"P00144742","14","0","0",86435,7
"P00144842","8","0","0",43986,7
"P00144942","8","0","0",5912,1
"P00145042","1","2","5",19529822,1347
"P00145142","5","0","0",133628,27
"P00145242","2","4","0",347259,33
"P00145342","4","9","0",26983,14
"P00145442","8","15","0",5351085,715
"P00145542","5","0","0",75610,13
"P00145642","1","8","17",3574004,295
"P00145742","1","2","0",3874671,294
"P00145842","4","5","0",314877,147
"P00145942","6","8","13",3791275,273
"P00146042","1","13","15",2673258,270
"P00146142","1","2","15",2448662,236
"P00146242","4","5","0",115261,68
"P00146342","5","14","0",375649,75
"P00146442","8","0","0",1181216,157
"P00146542","2","4","8",254938,39
"P00146642","8","0","0",107222,14
"P00146742","1","13","14",5581491,427
"P00146842","6","8","16",705023,64
"P00146942","1","0","0",236869,36
"P00147042","8","14","0",260657,44
"P00147142","6","8","10",404472,36
"P00147242","5","0","0",74403,22
"P00147342","15","16","0",2321081,185
"P00147442","1","5","0",393135,37
"P00147542","2","14","0",346641,43
"P00147642","1","2","0",523198,59
"P00147742","1","16","0",7911318,559
"P00147842","8","0","0",183548,32
"P00147942","1","16","0",13715516,873
"P00148042","8","0","0",830945,126
"P00148142","5","0","0",157175,26
"P00148242","8","0","0",84468,15
"P00148342","5","0","0",1380152,235
"P00148442","2","16","0",1450284,125
"P00148542","1","16","17",2211431,185
"P00148642","6","10","13",19762544,1146
"P00148742","8","17","0",1397871,202
"P00148842","6","8","16",2893304,209
"P00148942","8","0","0",276611,44
"P00149042","5","8","0",13947,3
"P00149142","11","0","0",204971,59
"P00149242","8","0","0",127638,25
"P00149342","13","16","0",340864,460
"P00149442","1","8","16",465097,46
"P00149542","1","6","13",1638855,138
"P00149642","5","14","0",320261,59
"P00149742","5","8","0",3593,1
"P00149842","16","0","0",327884,22
"P00149942","5","14","0",46431,11
"P00150042","8","0","0",984060,136
"P00150142","8","0","0",1882541,250
"P00150242","1","16","0",26939,2
"P00150342","8","14","0",3911533,524
"P00150442","5","0","0",226154,49
"P00150542","5","0","0",4164118,616
"P00150642","5","8","0",190072,36
"P00150742","8","14","0",1045230,136
"P00150842","11","13","16",968394,247
"P00150942","6","11","13",6031478,421
"P00151042","5","0","0",227006,45
"P00151142","6","16","0",654622,57
"P00151242","5","8","16",619106,102
"P00151342","7","0","0",1712291,109
"P00151442","8","0","0",119491,19
"P00151542","8","0","0",59911,10
"P00151642","7","0","0",21175,2
"P00151742","8","15","16",4198597,571
"P00151842","4","8","9",127031,49
"P00151942","11","0","0",168256,46
"P00152042","14","0","0",52338,4
"P00152142","7","0","0",84031,7
"P00152242","14","16","0",702311,60
"P00152342","8","0","0",31716,5
"P00152442","8","0","0",711155,102
"P00152542","16","0","0",587349,45
"P00152642","6","0","0",110915,11
"P00152742","5","0","0",2481942,366
"P00152842","8","0","0",17931,2
"P00152942","5","0","0",483953,102
"P00153042","14","0","0",53022,6
"P00153142","1","8","0",669012,58
"P00153242","8","0","0",90775,18
"P00153342","14","0","0",259030,19
"P00153442","8","17","0",246980,37
"P00153542","6","0","0",162604,11
"P00153642","8","0","0",1218217,172
"P00153742","8","0","0",4547342,597
"P00153842","8","14","16",4246114,539
"P00153942","6","16","0",65362,5
"P00154042","1","2","15",7221301,595
"P00154142","5","0","0",106097,20
"P00154242","8","0","0",1830143,236
"P00154342","5","0","0",48857,14
"P00154442","8","14","0",1776797,233
"P00154542","1","2","0",616681,71
"P00154642","8","0","0",4172531,547
"P00154742","8","14","16",882510,117
"P00154842","14","0","0",334305,25
"P00154942","14","0","0",22692,2
"P00155042","6","16","0",693051,54
"P00155142","1","16","0",2048886,172
"P00155242","3","4","12",1571398,165
"P00155342","5","13","0",676935,122
"P00155442","1","11","15",4738443,407
"P00155542","11","15","0",32056,10
"P00155642","8","0","0",1464900,194
"P00155742","8","0","0",1796862,246
"P00155842","8","0","0",101781,14
"P00155942","8","17","0",97616,15
"P00156042","8","0","0",599479,89
"P00156142","5","8","0",877018,145
"P00156242","4","5","9",287078,154
"P00156342","5","0","0",145595,27
"P00156442","8","0","0",6676958,809
"P00156542","4","5","0",116373,85
"P00156642","16","0","0",8205,1
"P00156742","5","6","8",1848136,326
"P00156842","4","5","0",248356,113
"P00157042","16","0","0",87197,7
"P00157142","11","16","0",1137281,246
"P00157242","16","0","0",42082,4
"P00157342","8","0","0",1646616,203
"P00157442","1","2","15",16811,3
"P00157542","8","14","0",5705044,801
"P00157642","1","14","16",6445410,471
"P00157842","8","0","0",120492,16
"P00157942","8","0","0",350764,67
"P00158042","8","0","0",745976,117
"P00158142","8","0","0",49699,7
"P00158242","6","8","0",5557734,371
"P00158342","8","0","0",678934,90
"P00158442","5","0","0",132817,38
"P00158542","5","6","13",3852161,580
"P00158642","8","14","0",238348,37
"P00158742","5","8","0",734101,110
"P00158842","8","14","0",971587,149
"P00158942","1","4","0",129813,23
"P00159042","8","0","0",21977,3
"P00159142","7","0","0",95799,6
"P00159242","1","2","16",393579,39
"P00159342","5","0","0",162075,34
"P00159442","5","8","0",2990276,489
"P00159542","10","15","16",8506391,470
"P00159642","14","0","0",67699,6
"P00159742","2","4","9",222070,31
"P00159842","1","16","0",1125695,112
"P00159942","5","0","0",561932,103
"P00160042","1","13","16",2501330,192
"P00160142","14","0","0",221557,17
"P00160242","11","0","0",98213,25
"P00160342","8","0","0",372264,52
"P00160442","8","0","0",221897,28
"P00160542","5","12","0",329898,100
"P00160642","1","11","15",1344494,126
"P00160742","5","16","0",5174,1
"P00160842","8","14","0",67923,10
"P00160942","1","16","0",2099491,168
"P00161042","14","16","0",165385,13
"P00161142","11","0","0",100866,26
"P00161242","1","5","12",1281738,135
"P00161342","1","8","0",19778,2
"P00161442","5","14","0",2968969,475
"P00161542","2","15","16",2488849,281
"P00161642","7","0","0",49719,3
"P00161742","5","14","0",19719,4
"P00161842","10","13","16",1675813,119
"P00161942","5","8","0",5350776,774
"P00162042","1","6","0",1405521,106
"P00162142","7","0","0",29032,2
"P00162242","1","8","0",731949,47
"P00162342","6","8","0",291044,24
"P00162442","1","16","0",3222949,255
"P00162542","5","0","0",44463,10
"P00162642","5","8","0",439970,73
"P00162742","8","0","0",7837,1
"P00162842","1","8","0",27703,3
"P00162942","7","0","0",1413765,86
"P00163042","16","0","0",280142,27
"P00163142","6","8","0",1500604,105
"P00163242","1","8","14",2213938,189
"P00163342","6","8","0",802731,63
"P00163442","6","8","13",4744955,328
"P00163542","2","4","5",905902,96
"P00163642","8","0","0",57600,8
"P00163742","5","6","8",114410,17
"P00163842","8","0","0",1276821,177
"P00163942","8","0","0",30105,4
"P00164042","4","5","8",61084,25
"P00164142","8","0","0",91940,14
"P00164242","8","0","0",3947,1
"P00164342","5","8","0",348621,66
"P00164442","5","8","14",33667,6
"P00164642","5","14","0",576263,105
"P00164742","4","5","0",16674,11
"P00164842","5","16","0",307258,53
"P00164942","1","8","0",180385,16
"P00165042","2","4","0",105050,20
"P00165142","5","7","0",328165,48
"P00165242","8","14","0",111403,19
"P00165442","1","15","16",3547536,348
"P00165642","1","8","16",1573681,131
"P00165742","8","16","0",1950899,255
"P00165842","14","0","0",2503841,201
"P00165942","8","0","0",466065,67
"P00166042","5","0","0",176383,39
"P00166142","5","0","0",137397,33
"P00166242","8","0","0",596191,86
"P00166342","8","16","0",327203,58
"P00166442","6","8","0",15966,1
"P00166642","8","0","0",103836,13
"P00166742","5","16","0",1134289,171
"P00166842","8","0","0",51679,9
"P00166942","2","4","5",1047094,103
"P00167042","2","0","0",19158,2
"P00167142","8","14","0",47421,8
"P00167242","8","14","0",7994,1
"P00167342","8","16","0",4218,1
"P00167442","5","0","0",18158,6
"P00167542","5","14","0",149177,28
"P00167642","5","0","0",223618,53
"P00167742","7","12","0",510940,42
"P00167842","5","0","0",59628,10
"P00167942","1","5","0",1200962,93
"P00168042","8","0","0",119245,17
"P00168142","8","0","0",165216,21
"P00168342","11","15","0",248256,90
"P00168442","5","0","0",279232,69
"P00168542","5","0","0",31892,7
"P00168642","7","0","0",442026,31
"P00168742","1","5","0",1286408,105
"P00168842","1","2","0",178942,19
"P00168942","8","17","0",8275,2
"P00169042","1","16","0",230216,23
"P00169142","5","8","0",235250,35
"P00169242","5","8","0",21367,3
"P00169342","8","0","0",41669,7
"P00169442","8","0","0",1002248,133
"P00169542","5","14","0",86015,13
"P00169642","5","0","0",536705,86
"P00169742","1","8","15",5886648,478
"P00169842","8","0","0",2223,1
"P00169942","5","14","0",11148,4
"P00170042","8","0","0",61691,8
"P00170142","8","0","0",80318,12
"P00170242","2","3","4",292448,30
"P00170342","1","15","0",2276371,248
"P00170442","5","0","0",2087657,346
"P00170542","5","8","0",914528,154
"P00170642","5","8","0",2007875,314
"P00170742","5","0","0",19584,4
