"User_ID","Gender","Age","Occupation","City_Category","Stay_In_Current_City_Years","Marital_Status","Total_Purchase","Avg_Purchase","Max_Purchase","Min_Purchase","Num_Purchases"
"1000967","F","18-25","0","B","3","0",368801,6705.47272727273,12361,2036,55
"1000968","M","51-55","12","A","4","1",337932,10560.375,23126,3695,32
"1000969","F","26-35","11","C","3","1",178732,11915.4666666667,20606,3840,15
"1000970","M","26-35","0","B","4","1",2676623,9525.3487544484,20822,373,281
"1000971","M","26-35","12","B","2","1",1260782,10167.5967741935,20572,766,124
"1000972","M","46-50","1","A","3","0",169148,8902.52631578947,20311,689,19
"1000973","F","26-35","1","C","1","1",872753,7655.72807017544,20495,392,114
"1000974","M","36-45","19","C","3","0",393381,10927.25,19060,3476,36
"1000975","M","36-45","0","B","2","1",2006695,8918.64444444444,23593,562,225
"1000976","M","36-45","14","C","4","1",308654,9645.4375,23637,2013,32
"1000977","M","26-35","2","C","0","0",1429635,9594.86577181208,20917,775,149
"1000978","M","18-25","0","C","1","0",187750,9387.5,21423,2016,20
"1000979","M","0-17","10","A","1","0",538205,13126.9512195122,19695,395,41
"1000980","M","26-35","6","C","2","1",648084,8877.86301369863,20968,925,73
"1000981","M","26-35","20","B","2","1",960566,8280.74137931034,23171,568,116
"1000982","F","26-35","9","C","4","0",258465,8912.58620689655,20274,5240,29
"1000983","F","26-35","16","C","2","1",507211,12680.275,19687,3421,40
"1000984","M","51-55","16","A","2","1",3328729,8900.3449197861,23860,715,374
"1000985","M","26-35","4","C","0","0",1195141,13279.3444444444,23773,777,90
"1000986","F","55+","0","C","1","1",64587,7176.33333333333,9980,1896,9
"1000987","F","36-45","17","C","0","0",809884,8803.08695652174,20690,578,92
"1000988","M","51-55","11","B","4","0",325635,8569.34210526316,16327,1757,38
"1000989","M","51-55","0","C","4","1",202165,8423.54166666667,23227,931,24
"1000990","M","18-25","6","C","2","0",482549,9461.74509803922,19645,2867,51
"1000991","F","26-35","9","A","3","1",243434,7607.3125,15580,947,32
"1000992","F","36-45","3","B","2","0",138743,7302.26315789474,19215,2183,19
"1000993","M","26-35","0","C","1","0",295387,8439.62857142857,20098,1741,35
"1000995","F","18-25","4","C","3","0",237680,7427.5,11770,1736,32
"1000996","M","26-35","17","A","4","1",1997307,11888.7321428571,23759,578,168
"1000997","M","0-17","19","C","2","0",164873,10304.5625,19198,2138,16
"1000998","M","46-50","20","A","0","1",805701,9946.92592592593,21058,3498,81
"1000999","M","26-35","15","B","2","0",2225316,10069.3031674208,19702,2074,221
"1001000","F","26-35","6","B","1","0",689625,14073.9795918367,19659,6990,49
"1001002","M","51-55","11","B","1","0",312501,9469.72727272727,20072,3998,33
"1001003","M","26-35","2","C","0","0",213990,12587.6470588235,20697,7043,17
"1001004","M","26-35","3","B","2","0",2321345,8962.72200772201,19674,790,259
"1001005","M","36-45","11","C","1","0",652472,12547.5384615385,23800,697,52
"1001006","M","18-25","4","C","4","0",222013,9652.73913043478,20805,2167,23
"1001008","M","36-45","3","C","1","0",257254,8870.8275862069,20869,1792,29
"1001009","M","51-55","7","C","1","1",260778,9313.5,19260,2807,28
"1001010","M","26-35","0","A","1","0",3716063,6565.48233215548,23359,192,566
"1001011","M","26-35","8","C","4","1",259539,10381.56,20508,2837,25
"1001012","F","36-45","1","C","0","0",260041,7880.0303030303,15692,1519,33
"1001013","M","55+","13","C","1","0",221156,8190.96296296296,16270,1867,27
"1001015","M","36-45","3","A","4","1",6295874,8744.26944444444,23395,384,720
"1001016","M","55+","16","C","3","0",695215,8376.0843373494,19494,751,83
"1001017","M","36-45","0","B","2","0",2282349,7410.22402597403,21322,383,308
"1001018","M","18-25","4","A","4","0",844182,12234.5217391304,19638,743,69
"1001019","M","36-45","1","A","4","1",3684567,7383.90180360721,23881,367,499
"1001021","M","36-45","0","C","3","0",975201,11609.5357142857,23823,933,84
"1001022","M","26-35","3","C","2","0",563585,7616.01351351351,16403,1667,74
"1001023","M","55+","13","C","2","1",164430,7830,18959,754,21
"1001024","F","36-45","1","C","1","0",187463,7810.95833333333,20294,725,24
"1001025","M","26-35","16","C","3","1",183550,9660.52631578947,20505,1734,19
"1001026","F","46-50","0","C","1","1",339688,13064.9230769231,23904,2221,26
"1001027","M","18-25","4","B","1","0",261249,10048.0384615385,19679,1738,26
"1001028","F","46-50","7","C","0","1",307279,8535.52777777778,20117,766,36
"1001029","M","26-35","0","B","0","0",1041093,6673.67307692308,20914,1042,156
"1001030","M","26-35","7","C","2","1",1140027,13103.7586206897,19584,3811,87
"1001031","M","36-45","16","C","2","1",1486517,14865.17,21442,1734,100
"1001032","M","51-55","16","C","0","1",542550,9688.39285714286,23802,574,56
"1001033","M","26-35","5","B","1","0",942464,9150.1359223301,19644,1520,103
"1001035","M","18-25","2","C","1","1",608313,9972.34426229508,20101,1880,61
"1001036","M","36-45","7","C","1","0",341368,10667.75,23835,949,32
"1001037","M","46-50","7","C","1","1",131931,7760.64705882353,15860,3686,17
"1001038","F","55+","15","C","2","1",667373,8898.30666666667,20745,376,75
"1001039","F","36-45","1","C","3","0",88893,6349.5,12037,1712,14
"1001040","M","26-35","11","C","1","1",1413126,10705.5,21074,1733,132
"1001041","M","46-50","2","B","2","0",568289,11365.78,23353,962,50
"1001042","M","36-45","5","C","3","1",206046,7924.84615384615,15256,1993,26
"1001043","F","51-55","11","C","4","0",243304,11585.9047619048,20116,3039,21
"1001044","M","26-35","20","A","0","0",694235,9381.55405405405,19700,759,74
"1001045","F","0-17","10","C","2","0",82625,5164.0625,8717,1482,16
"1001046","M","55+","18","C","2","1",169774,10610.875,19472,2168,16
"1001047","M","18-25","0","B","4","0",548784,13066.2857142857,19626,2849,42
"1001048","M","36-45","6","C","4","0",193753,8806.95454545455,20470,5151,22
"1001049","M","46-50","14","C","3","1",116180,9681.66666666667,23046,3517,12
"1001050","M","26-35","1","B","1","0",2093762,7170.41780821918,20610,384,292
"1001051","F","26-35","0","A","0","1",3871563,8325.94193548387,23280,358,465
"1001052","F","36-45","2","C","1","0",451508,10500.1860465116,23584,1390,43
"1001053","M","36-45","0","C","2","1",2105389,10422.7178217822,23910,219,202
"1001054","M","0-17","10","C","1","0",686771,9953.20289855072,19458,745,69
"1001055","M","36-45","0","A","1","1",354983,7717.02173913043,19276,1779,46
"1001056","M","0-17","0","C","1","0",326063,7582.86046511628,19260,1554,43
"1001057","M","46-50","17","B","1","1",908240,10320.9090909091,23834,1060,88
"1001058","M","26-35","1","B","2","0",2068716,10718.7357512953,23892,743,193
"1001059","F","26-35","0","B","3","0",1918750,6504.23728813559,20391,706,295
"1001060","M","18-25","10","C","1","0",553649,11072.98,21284,1479,50
"1001061","M","46-50","0","C","0","1",243868,9754.72,19521,942,25
"1001062","M","51-55","19","C","3","0",1155976,10140.1403508772,23912,928,114
"1001063","M","36-45","7","B","1","0",674618,12973.4230769231,23479,955,52
"1001064","M","26-35","7","C","1","0",619145,10862.1929824561,20584,3484,57
"1001065","F","26-35","0","B","3","0",415999,7849.03773584906,20441,373,53
"1001066","M","46-50","12","C","3","1",605907,8415.375,20067,187,72
"1001067","M","36-45","12","B","3","1",580144,10946.1132075472,23416,721,53
"1001068","F","18-25","4","B","2","0",2748433,8328.58484848485,21303,950,330
"1001069","M","26-35","20","A","4","0",2440276,7052.82080924855,20479,1493,346
"1001070","F","46-50","2","B","1","1",135687,11307.25,19616,4143,12
"1001071","M","51-55","16","C","0","0",992191,13055.1447368421,20320,959,76
"1001072","F","36-45","7","C","2","0",533877,9048.76271186441,20676,945,59
"1001073","F","26-35","6","C","4","0",599250,9665.32258064516,23810,1733,62
"1001074","M","46-50","17","A","4","1",796948,8215.9587628866,19696,591,97
"1001075","F","26-35","6","A","1","1",296589,12357.875,23625,6029,24
"1001076","F","26-35","3","C","1","1",201935,8077.4,19093,1927,25
"1001077","M","26-35","3","A","1","0",1723317,10077.8771929825,21547,740,171
"1001078","F","46-50","9","C","1","1",506803,8044.49206349206,19619,1403,63
"1001079","M","26-35","7","A","0","0",781048,10554.7027027027,20679,743,74
"1001080","M","55+","7","C","1","1",270072,9002.4,20370,703,30
"1001081","M","18-25","4","C","1","1",274930,11455.4166666667,20524,1720,24
"1001083","M","55+","0","B","1","1",83000,6916.66666666667,13361,1073,12
"1001084","M","0-17","19","C","0","0",927630,9184.45544554455,20665,375,101
"1001085","M","26-35","7","C","2","1",177930,8896.5,19285,591,20
"1001086","M","18-25","4","A","2","0",1825686,10802.875739645,20430,816,169
"1001087","M","26-35","16","B","1","0",2221002,9614.72727272727,23798,394,231
"1001088","F","0-17","10","A","3","0",5502786,8299.82805429864,23714,371,663
"1001089","M","36-45","6","C","2","1",502905,12265.9756097561,20230,2781,41
"1001090","M","26-35","7","C","1","1",428743,9970.76744186047,20642,1916,43
"1001091","M","18-25","5","C","0","0",157107,9241.58823529412,15884,795,17
"1001092","F","18-25","4","C","2","0",285768,10584,19695,1395,27
"1001093","M","51-55","14","C","2","1",486166,12793.8421052632,19156,3809,38
"1001094","F","18-25","0","C","1","0",881867,8907.74747474748,20550,580,99
"1001095","F","55+","6","C","3","0",129914,8119.625,10075,4081,16
"1001096","M","0-17","10","C","1","0",837861,6445.08461538462,19525,716,130
"1001097","M","18-25","17","A","4","0",856542,9845.31034482759,19377,1934,87
"1001098","M","36-45","7","C","4","1",191517,11265.7058823529,20534,1516,17
"1001099","M","26-35","17","C","4","0",966720,9477.64705882353,20980,935,102
"1001100","M","26-35","0","B","0","1",1318559,4794.76,16021,699,275
"1001101","M","36-45","1","A","1","0",2627227,9090.7508650519,23843,772,289
"1001102","M","18-25","1","A","2","0",58483,4873.58333333333,20193,740,12
"1001103","F","46-50","7","C","2","0",316121,8318.97368421053,19564,1792,38
"1001104","M","36-45","11","A","1","0",320392,9154.05714285714,20424,2152,35
"1001106","M","18-25","4","C","2","0",456033,10857.9285714286,23867,572,42
"1001107","F","51-55","1","C","1","1",314041,6826.97826086957,20670,2827,46
"1001108","M","55+","1","B","2","0",237226,9884.41666666667,23472,1763,24
"1001109","M","18-25","10","C","1","0",861123,7553.71052631579,20253,570,114
"1001110","F","55+","6","B","3","1",257275,9895.19230769231,19556,5144,26
"1001111","F","51-55","16","C","1","1",157996,9293.88235294118,19621,1897,17
"1001112","M","18-25","6","A","4","0",3158125,8581.86141304348,23598,373,368
"1001113","M","18-25","4","B","3","0",1870826,11069.9763313609,23816,774,169
"1001114","F","18-25","9","A","2","0",594512,7431.4,20392,774,80
"1001115","F","26-35","1","C","0","0",430348,7824.50909090909,22816,1673,55
"1001116","M","26-35","15","B","3","0",612024,7747.13924050633,19437,1788,79
"1001117","M","18-25","14","B","3","0",4209008,10069.3971291866,23773,569,418
"1001118","M","51-55","13","C","1","1",122827,8188.46666666667,19172,3613,15
"1001119","M","36-45","1","B","2","1",2310453,10178.2070484581,23861,758,227
"1001120","M","18-25","4","A","0","1",3539419,9006.15521628499,23369,584,393
"1001121","M","55+","7","C","4","1",1509264,9929.36842105263,20837,589,152
"1001122","M","55+","14","C","0","1",649482,10148.15625,21528,745,64
"1001124","M","26-35","2","B","4","1",2050619,9320.99545454545,20582,701,220
"1001125","F","18-25","4","B","2","0",2820400,8369.13946587537,20626,389,337
"1001126","M","55+","16","C","0","0",122719,9439.92307692308,19350,1928,13
"1001127","M","26-35","0","C","1","0",722420,10174.9295774648,20431,2768,71
"1001128","M","26-35","1","A","2","0",2241714,8092.83032490975,23607,581,277
"1001129","M","36-45","17","C","2","0",693904,10842.25,19592,1033,64
"1001130","M","18-25","7","C","1","0",1538297,10054.2287581699,23090,946,153
"1001131","M","55+","13","C","4","1",616338,11629.0188679245,23309,947,53
"1001132","M","18-25","12","A","1","1",1252395,14395.3448275862,23167,775,87
"1001133","M","18-25","2","C","0","0",1010752,11230.5777777778,23417,2745,90
"1001134","M","18-25","20","C","1","0",962539,11883.1975308642,23632,759,81
"1001135","M","51-55","13","C","1","1",1193960,12183.2653061224,23297,752,98
"1001136","F","36-45","7","C","3","0",279637,9987.03571428571,20471,370,28
"1001137","M","18-25","4","B","4","0",2646090,9156.02076124567,23897,754,289
"1001138","M","18-25","12","C","4","0",455989,9305.89795918367,20039,1663,49
"1001139","M","26-35","1","C","2","0",1106313,10637.625,20799,1758,104
"1001140","F","46-50","2","B","2","1",1757888,9155.66666666667,21422,570,192
"1001141","F","26-35","3","B","1","1",1867733,7324.4431372549,23789,565,255
"1001142","M","18-25","1","B","1","0",1231987,8438.26712328767,20962,778,146
"1001143","M","51-55","7","C","4","1",276944,10257.1851851852,19571,2120,27
"1001144","M","26-35","7","B","4","0",141492,10884,16899,3535,13
"1001145","M","51-55","3","A","2","1",259153,7622.14705882353,20364,1047,34
"1001146","F","18-25","16","B","2","1",1498814,7103.38388625592,20624,388,211
"1001147","M","26-35","20","B","3","1",1547368,8742.19209039548,23899,379,177
"1001148","M","36-45","17","C","1","1",243115,7597.34375,15866,1767,32
"1001149","M","26-35","12","A","1","1",472719,9454.38,20795,2196,50
"1001150","F","26-35","20","A","1","0",4640825,6296.9131614654,21378,188,737
"1001151","M","26-35","15","C","2","1",1881458,10690.1022727273,23353,592,176
"1001152","M","18-25","4","C","2","0",642501,8344.16883116883,23349,734,77
"1001153","M","18-25","10","C","0","0",267958,5701.23404255319,19440,756,47
"1001154","F","0-17","10","C","2","0",149723,9357.6875,17327,567,16
"1001155","M","26-35","12","C","0","0",1147514,11475.14,19972,1991,100
"1001156","F","51-55","2","A","4","0",328222,7814.80952380952,19066,5158,42
"1001157","M","46-50","7","C","1","0",145920,12160,19612,4137,12
"1001158","F","36-45","1","C","2","1",321265,8237.5641025641,15285,3495,39
"1001159","M","18-25","0","C","3","1",618356,8470.6301369863,19574,575,73
"1001160","M","18-25","14","C","1","0",462347,7836.38983050847,20807,1462,59
"1001161","M","26-35","0","A","1","0",471582,9246.70588235294,23908,946,51
"1001162","F","36-45","0","B","4","0",880125,8890.15151515152,23807,561,99
"1001163","M","0-17","10","C","2","0",417718,11934.8,18998,3747,35
"1001164","F","26-35","19","A","1","1",1880511,7288.8023255814,20623,381,258
"1001165","M","26-35","12","B","1","1",819394,10242.425,21354,1454,80
"1001166","M","55+","6","C","3","1",118376,10761.4545454545,16533,5255,11
"1001167","F","51-55","1","B","1","1",306357,7472.12195121951,16556,1783,41
"1001168","F","26-35","0","A","1","1",1049870,7719.63235294118,16647,1427,136
"1001169","M","26-35","20","B","3","0",367015,5825.63492063492,19203,700,63
"1001170","M","55+","3","A","2","1",1272501,8961.27464788732,23684,570,142
"1001171","M","46-50","12","A","2","1",207589,11532.7222222222,19204,695,18
"1001172","F","26-35","0","A","2","1",2056875,8066.17647058824,20668,590,255
"1001173","F","26-35","7","A","3","0",1523818,7543.65346534654,20473,1408,202
"1001174","F","18-25","16","C","0","0",108434,7228.93333333333,16381,3092,15
"1001175","F","26-35","2","A","1","0",315032,8750.88888888889,19377,1739,36
"1001176","M","55+","1","C","1","1",889667,12187.2191780822,21553,942,73
"1001177","F","26-35","17","C","2","1",398907,9972.675,19460,1436,40
"1001178","M","55+","0","C","1","1",124043,6891.27777777778,23958,192,18
"1001179","M","51-55","1","B","2","1",1375121,10659.8527131783,23097,556,129
"1001180","F","51-55","20","C","0","1",230895,10038.9130434783,20863,925,23
"1001181","M","36-45","7","A","3","1",6269903,7411.23286052009,23579,372,846
"1001182","M","0-17","10","B","3","0",1756250,8781.25,23773,556,200
"1001183","M","36-45","19","B","1","0",930242,8613.35185185185,23939,945,108
"1001184","F","26-35","4","C","1","1",1271668,8650.80272108844,19617,1091,147
"1001185","F","36-45","1","C","3","0",360653,7673.46808510638,19520,190,47
"1001186","M","18-25","19","A","1","1",1202049,10186.8559322034,21550,951,118
"1001187","F","0-17","0","A","2","0",148294,7804.94736842105,12113,2849,19
"1001188","M","46-50","7","C","2","0",220355,15739.6428571429,19630,4081,14
"1001189","M","26-35","0","C","1","0",208527,10426.35,19534,6031,20
"1001190","M","46-50","0","C","2","0",178301,10488.2941176471,19015,1424,17
"1001191","F","36-45","0","B","3","1",714604,12320.7586206897,23815,956,58
"1001192","M","51-55","16","A","1","1",111654,9304.5,16030,1369,12
"1001193","M","26-35","12","C","3","1",1102025,7446.11486486487,19603,690,148
"1001194","F","26-35","1","B","1","1",2923237,8257.73163841808,23140,743,354
"1001195","F","0-17","10","C","1","0",387824,7317.43396226415,20280,1577,53
"1001196","F","18-25","14","C","3","0",545160,8937.04918032787,20616,2106,61
"1001197","M","36-45","1","C","1","0",167452,11960.8571428571,20231,950,14
"1001198","M","0-17","10","C","1","0",626295,10798.1896551724,20597,187,58
"1001199","M","51-55","13","C","4","1",932226,9322.26,20530,749,100
"1001200","M","0-17","0","C","4","0",256233,11646.9545454545,20819,4529,22
"1001201","M","18-25","4","C","4","0",321343,9737.66666666667,20402,1619,33
"1001202","M","36-45","12","B","0","0",2583741,9464.25274725275,20437,558,273
"1001203","F","26-35","1","A","3","0",4080511,9316.23515981735,23825,561,438
"1001204","M","26-35","7","B","4","0",644618,9479.67647058824,19420,1987,68
"1001205","F","55+","0","C","1","1",395580,7607.30769230769,13688,3486,52
"1001206","F","51-55","7","C","1","1",761385,11196.8382352941,21512,751,68
"1001208","M","26-35","0","C","1","1",239961,8570.03571428571,16660,2861,28
"1001209","M","36-45","7","C","1","1",1173370,8756.49253731343,20372,384,134
"1001210","M","26-35","17","C","1","1",320089,13337.0416666667,20181,3114,24
"1001211","M","18-25","4","A","1","0",2250864,10003.84,23565,742,225
"1001212","F","51-55","1","C","1","0",431965,12704.8529411765,23354,4072,34
"1001213","M","51-55","0","A","1","0",170238,10014,20471,1535,17
"1001214","M","55+","13","C","1","1",184574,7099,16237,2291,26
"1001215","M","36-45","17","C","0","0",850960,13507.3015873016,21410,559,63
"1001216","M","26-35","2","A","1","1",1132769,11558.8673469388,23949,855,98
"1001217","M","26-35","12","A","3","0",343954,11465.1333333333,19581,1444,30
"1001218","M","55+","15","B","0","1",1068679,9134.00854700855,23330,388,117
"1001219","M","26-35","7","C","3","1",1620675,12371.5648854962,23868,740,131
"1001220","M","0-17","10","A","3","0",883063,8573.42718446602,19494,716,103
"1001221","M","18-25","0","B","1","0",1230481,9688.82677165354,21293,1540,127
"1001222","M","36-45","0","C","4","0",303940,7598.5,16766,944,40
"1001223","M","26-35","2","C","4","0",699034,9708.80555555555,23666,944,72
"1001224","M","51-55","13","B","4","0",3165796,9681.33333333333,23841,555,327
"1001225","M","46-50","7","C","1","1",143996,11999.6666666667,20074,1391,12
"1001226","M","18-25","20","C","2","0",116625,7289.0625,16672,3444,16
"1001227","M","51-55","1","B","2","0",663485,9215.06944444445,20466,2208,72
"1001228","M","26-35","1","C","4","1",1365532,10585.519379845,20379,194,129
"1001229","F","26-35","4","C","0","1",143242,8426,20357,1443,17
"1001230","M","26-35","11","B","2","0",1638328,11619.3475177305,23323,1793,141
"1001231","M","26-35","12","C","1","0",618481,11044.3035714286,20546,3766,56
"1001232","F","18-25","4","C","2","0",537196,8139.33333333333,18962,1938,66
"1001233","F","46-50","20","C","1","1",370097,10885.2058823529,23054,555,34
"1001234","M","18-25","4","B","2","0",175458,15950.7272727273,23792,7037,11
"1001235","F","26-35","7","A","1","0",242785,7831.77419354839,16227,2235,31
"1001236","F","26-35","1","C","1","0",163429,11673.5,20609,5330,14
"1001237","M","18-25","4","C","1","1",107199,8246.07692307692,20269,929,13
"1001238","F","36-45","20","A","1","0",240925,8307.75862068966,23473,4216,29
"1001239","F","26-35","20","B","1","0",464596,9885.02127659574,20622,1851,47
"1001240","F","18-25","14","B","3","1",133739,10287.6153846154,19446,2088,13
"1001241","M","0-17","10","B","1","0",1146755,10059.2543859649,21116,759,114
"1001242","F","36-45","0","A","0","1",2993053,8407.45224719101,23305,743,356
"1001243","M","36-45","15","B","4","1",1745014,8768.91457286432,23690,583,199
"1001244","M","26-35","4","A","4","1",2974862,10365.3728222997,20997,1065,287
"1001246","M","18-25","4","A","2","0",3394444,10286.1939393939,23610,389,330
"1001247","M","36-45","0","B","2","0",228690,12705,23847,3448,18
"1001248","F","36-45","20","B","4","0",607552,10297.4915254237,23144,753,59
"1001249","M","36-45","2","C","2","0",171144,14262,21286,7846,12
"1001250","M","51-55","0","C","1","1",145780,11213.8461538462,23251,5276,13
"1001251","M","26-35","7","C","0","1",203443,7015.27586206897,16438,1853,29
"1001252","M","55+","13","C","3","0",711671,9488.94666666667,19565,3703,75
"1001253","F","36-45","20","C","1","1",246685,6852.36111111111,12256,1871,36
"1001254","F","18-25","1","B","2","0",544772,8381.10769230769,19570,952,65
"1001255","M","26-35","17","A","4","0",1220831,8658.37588652482,20753,1938,141
"1001256","M","26-35","20","B","4","0",176380,11758.6666666667,20948,6946,15
"1001257","F","18-25","14","C","3","1",261049,10877.0416666667,19307,3951,24
"1001258","M","46-50","7","C","1","0",340776,16227.4285714286,23847,3479,21
"1001259","M","36-45","7","C","2","1",359215,11587.5806451613,23810,2962,31
"1001260","M","26-35","17","B","0","0",2538006,9434.96654275093,23598,397,269
"1001261","M","18-25","4","C","2","0",1080575,9734.90990990991,23494,1374,111
"1001262","M","26-35","4","A","0","1",767305,7750.55555555556,19478,1745,99
"1001263","M","0-17","10","B","4","0",1098733,6618.8734939759,19012,1385,166
"1001264","M","26-35","1","A","3","0",3826222,9686.63797468354,23321,587,395
"1001265","F","18-25","20","B","0","1",1377867,7447.92972972973,23623,579,185
"1001266","M","26-35","4","B","0","1",3156582,7871.77556109726,23476,199,401
"1001267","M","26-35","15","C","1","0",889219,9771.63736263736,21366,953,91
"1001268","M","51-55","2","B","1","1",1168548,10921.0093457944,23848,1722,107
"1001269","F","55+","13","C","2","1",134242,8949.46666666667,19083,3170,15
"1001270","M","26-35","6","C","1","0",122582,8172.13333333333,19361,1962,15
"1001271","F","46-50","6","C","3","1",928795,9987.04301075269,21062,1376,93
"1001272","M","18-25","20","B","0","0",1426899,9512.66,23104,404,150
"1001273","M","36-45","2","C","3","1",1725824,8850.37948717949,23550,741,195
"1001274","M","46-50","7","B","4","1",3241082,9476.84795321637,21561,397,342
"1001275","M","51-55","17","C","1","1",131815,10984.5833333333,19537,3161,12
"1001276","M","36-45","17","B","2","0",337409,8229.48780487805,19610,2182,41
"1001277","F","18-25","0","C","1","0",127382,6704.31578947368,11485,1715,19
"1001278","M","18-25","4","C","3","0",353882,10723.696969697,23741,2185,33
"1001279","M","36-45","1","A","2","0",1313883,6988.73936170213,19033,581,188
"1001280","M","0-17","10","C","1","0",294959,8675.26470588235,20680,1716,34
"1001281","M","26-35","19","C","1","0",599166,7397.11111111111,20542,702,81
"1001282","M","51-55","1","C","2","1",93826,8529.63636363636,15777,3451,11
"1001283","F","18-25","1","C","3","0",197093,7883.72,16011,1759,25
"1001284","M","46-50","16","A","1","1",2487057,9420.67045454545,23861,569,264
"1001285","M","36-45","4","A","0","1",5651665,9579.09322033898,23825,558,590
"1001286","M","36-45","17","A","1","0",251032,7172.34285714286,19405,2042,35
"1001287","F","51-55","7","B","3","0",665014,11465.7586206897,20525,3504,58
"1001288","F","36-45","19","C","1","0",597713,7662.98717948718,16834,1955,78
"1001289","M","46-50","6","C","0","0",321494,13978,19708,4015,23
"1001290","M","36-45","0","C","1","0",232553,9689.70833333333,20004,4529,24
"1001291","F","36-45","0","A","3","0",1186341,8125.62328767123,23611,757,146
"1001292","M","26-35","7","C","3","0",215246,8968.58333333333,19273,1602,24
"1001293","M","26-35","5","C","1","0",270417,6595.53658536585,10076,2032,41
"1001294","F","51-55","20","B","4","1",1039764,7480.31654676259,23913,2092,139
"1001295","F","36-45","6","C","1","1",308197,12327.88,23691,5891,25
"1001296","M","0-17","0","C","4","0",284759,9185.77419354839,20376,3743,31
"1001297","M","26-35","7","A","4","0",2470388,9287.17293233083,23358,555,266
"1001298","M","36-45","6","B","4","0",3274705,9775.23880597015,23237,768,335
"1001299","M","26-35","14","B","1","0",1563998,11499.9852941176,21254,777,136
"1001300","M","0-17","10","C","3","0",645384,7592.75294117647,20912,1565,85
"1001301","F","26-35","2","C","1","1",1840218,10953.6785714286,20632,740,168
"1001302","M","18-25","4","C","2","0",454120,13356.4705882353,21140,957,34
"1001303","M","26-35","19","A","4","0",3093807,8339.10242587601,23204,400,371
"1001304","M","26-35","14","C","1","1",623700,12728.5714285714,19695,559,49
"1001305","M","46-50","20","B","4","1",214997,15356.9285714286,20786,6089,14
"1001306","M","26-35","3","B","3","0",2684486,11232.1589958159,23254,760,239
"1001307","M","55+","13","C","2","1",166033,11859.5,19679,3535,14
"1001309","M","26-35","14","C","0","0",162538,10835.8666666667,20846,1743,15
"1001310","M","46-50","0","C","4","1",94677,7282.84615384615,16781,2751,13
"1001311","M","18-25","10","C","1","0",1007247,10948.3369565217,20608,959,92
"1001312","M","26-35","14","B","2","1",818559,10105.6666666667,19603,1454,81
"1001313","M","18-25","4","B","4","1",163309,10887.2666666667,16217,2169,15
"1001314","F","18-25","4","C","0","0",796692,7309.10091743119,19622,725,109
"1001315","M","36-45","7","C","2","1",574965,10848.3962264151,23704,754,53
"1001316","M","51-55","2","C","2","0",115829,7239.3125,16123,3581,16
"1001317","M","46-50","7","B","3","1",3810630,9029.92890995261,23847,581,422
"1001318","M","18-25","16","B","4","1",80248,10031,15406,5915,8
"1001319","F","26-35","3","C","2","1",134983,7104.36842105263,12704,3670,19
"1001320","M","26-35","4","A","2","0",948607,14593.9538461538,20089,772,65
"1001321","F","26-35","14","C","3","1",740532,7713.875,20205,1078,96
"1001322","M","55+","0","A","0","0",2014384,8873.93832599119,23726,770,227
"1001323","F","36-45","2","C","1","0",739159,8122.62637362637,23804,734,91
"1001324","M","36-45","16","B","3","0",569484,9990.94736842105,21088,747,57
"1001325","M","26-35","1","B","1","1",1664119,10736.2516129032,23474,745,155
"1001326","F","26-35","0","A","1","0",200245,10012.25,20526,5233,20
"1001327","M","0-17","10","B","0","0",351242,8781.05,19315,386,40
"1001328","M","36-45","14","A","1","0",1076443,13979.7792207792,23941,1666,77
"1001329","M","18-25","14","B","3","0",2096542,9235.86784140969,20484,590,227
"1001330","M","55+","1","C","4","0",247953,11270.5909090909,23461,949,22
"1001331","M","46-50","0","C","4","1",771615,8296.93548387097,23475,743,93
"1001332","M","26-35","7","C","3","0",143686,8980.375,19428,3433,16
"1001333","M","26-35","17","A","4","0",3004651,10254.7815699659,23739,372,293
"1001334","M","51-55","7","C","0","1",356685,10191,23551,1806,35
"1001335","M","36-45","0","C","1","0",1240502,7383.94047619048,23380,218,168
"1001336","F","51-55","20","B","4","1",120810,10982.7272727273,19044,2800,11
"1001337","M","55+","17","C","1","1",321625,8692.56756756757,19460,1413,37
"1001338","M","26-35","0","A","3","1",975634,13364.8493150685,20607,1395,73
"1001339","M","36-45","18","C","2","0",868814,7970.77064220183,20693,692,109
"1001340","M","26-35","7","A","2","0",2610703,5933.41590909091,20517,222,440
"1001341","M","18-25","7","C","3","0",232137,4939.08510638298,20495,1487,47
"1001342","M","36-45","0","C","4","0",415537,8310.74,19463,1627,50
"1001343","M","36-45","14","B","3","0",1570701,10832.4206896552,23793,773,145
"1001344","F","26-35","9","C","4","0",312740,8935.42857142857,16826,2092,35
"1001345","F","26-35","2","C","1","1",817869,7435.17272727273,19391,1626,110
"1001346","M","36-45","20","C","1","0",171593,10093.7058823529,20288,5140,17
"1001347","F","18-25","1","C","0","0",743241,8954.71084337349,20651,1638,83
"1001348","F","0-17","10","A","3","0",576443,7789.77027027027,19465,950,74
"1001349","M","51-55","7","B","3","1",417743,18162.7391304348,19686,7884,23
"1001350","F","36-45","0","C","1","0",655115,9358.78571428571,19503,930,70
"1001351","F","26-35","17","C","4","1",141697,10121.2142857143,20859,747,14
"1001352","M","36-45","20","B","2","0",651699,9444.91304347826,21456,3459,69
